"ISIC","ISIC TITLE","NAICSUS","NAICSUS TITLE","notes"
"3699","Other manufacturing n.e.c.","339914","Costume Jewelry and Novelty Manufacturing","nonprecious costume jewelry and imitation pearls"
"3699","Other manufacturing n.e.c.","339932","Game, Toy, and Children's Vehicle Manufacturing","baby carriages and strollers"
"3699","Other manufacturing n.e.c.","339941","Pen and Mechanical Pencil Manufacturing","pen and mechanical pencil manufacturing"
"3699","Other manufacturing n.e.c.","339942","Lead Pencil and Art Good Manufacturing","modeling clay, artist's paint brushes, chalk, clay, crayons, lead refills, pencils"
"3699","Other manufacturing n.e.c.","339943","Marking Device Manufacturing","date stamps (hand operated), seal presses, ink-pads, hand embossers"
"3699","Other manufacturing n.e.c.","339944","Carbon Paper and Inked Ribbon Manufacturing","typewriter ribbons"
"3699","Other manufacturing n.e.c.","339993","Fastener, Button, Needle, and Pin Manufacturing","fasteners (e.g., glove, hook-and-eye, slide, snap), buttons, belt buckles and safety pins, hairpins (except rubber)"
"3699","Other manufacturing n.e.c.","339994","Broom, Brush, and Mop Manufacturing","brooms, brushes, mops, paint-brushes and rollers, toothbrushes"
"3699","Other manufacturing n.e.c.","339995","Burial Casket Manufacturing","wood burial caskets, fiberglass burial caskets"
"3699","Other manufacturing n.e.c.","339999","All Other Miscellaneous Manufacturing","feather dusters, cigarette lighters and flints, tobacco pipes, umbrellas, demonstration models, candles, mannequins, artificial flowers, embroidery kits, pipe cleaners, hair pieces (animal, synthetic and human), artificial Christmas trees and tree ornaments (except glass)"
"3699","Other manufacturing n.e.c.","711510","Independent Artists, Writers, and Performers","taxidermists (wildlife artists)"
"3710","Recycling of metal waste and scrap","423930","Recyclable Material Merchant Wholesalers","metal salvage yards cutting, crushing, or otherwise chemically or mechanically altering metal scrap"
"3710","Recycling of metal waste and scrap","488390","Other Support Activities for Water Transportation","ship breaking or dismantling done on a floating dry dock"
"3710","Recycling of metal waste and scrap","562920","Materials Recovery Facilities","metal waste and scrap recovery facilities"
"3720","Recycling of non-metal waste and scrap","423930","Recyclable Material Merchant Wholesalers","mechanical or chemical transformation of scrap or waste (except metal) into a usable intermediate input, such as shredding tires or plastics products"
"3720","Recycling of non-metal waste and scrap","562920","Materials Recovery Facilities","nonmetal waste and scrap recovery facilities"
"4010","Production, transmission and distribution of electricity","221111","Hydroelectric Power Generation","hydroelectric power generation"
"4010","Production, transmission and distribution of electricity","221112","Fossil Fuel Electric Power Generation","fossil fuel electric power generation"
"4010","Production, transmission and distribution of electricity","221113","Nuclear Electric Power Generation","nuclear power generation"
"4010","Production, transmission and distribution of electricity","221119","Other Electric Power Generation","other electric power generation"
"4010","Production, transmission and distribution of electricity","221121","Electric Bulk Power Transmission and Control","transmission of electric power"
"4010","Production, transmission and distribution of electricity","221122","Electric Power Distribution","distribution services for electric power, electric power brokers and agents arranging the sale of electric power through distribution systems owned by others"
"4020","Manufacture of gas; distribution of gaseous fuels through mains","221210","Natural Gas Distribution","modification of gas that is part of distribution, manufacture of gas by utilities, distribution of natural gas, brokers and agents selling natural gas via distribution systems owned by others"
"4030","Steam and hot water supply","221330","Steam and Air-Conditioning Supply","providing steam, heated air, or cooled air"
"4030","Steam and hot water supply","312113","Ice Manufacturing","ice manufacturing  for nonfood purposes"
"4030","Steam and hot water supply","424990","Other Miscellaneous Nondurable Goods Merchant Wholesalers","wholesale of ice for nonfood purposes"
"4100","Collection, purification and distribution of water","221310","Water Supply and Irrigation Systems","operation of water treatment plants, distribution networks, and supply of water"
"4510","Site preparation","213113","Support Activities for Coal Mining","test drilling for coal mining on a contract or fee basis"
"4510","Site preparation","213114","Support Activities for Metal Mining","overburden removal for ferrous metal  mining, or overburden removal for nonferrous metal mining, mining of clays and kaolin,  performed on a contract or fee basis, test drilling for metal mining on a contract or fee basis"
"4510","Site preparation","213115","Support Activities for Nonmetallic Minerals (except Fuels) Mining","overburden removal for mining ornamental and building stone, limestone, gypsum, and chalk, slate, sand and gravel pits, mining of clays and kaolin, mining of chemical and fertilizer minerals, mining of salt, other mining, n.e.c., performed on a contract or fee basis, test drilling for nonmetallic minerals (except fuels) mining on a contract or fee basis"
"4510","Site preparation","237990","Other Heavy and Civil Engineering Construction","microtunneling (horizontal drilling to install cables, conduit, drains, and similar), drainage projects (such as urban storm water runoff control systems), soil stabilization using anchored earth procedures"
"4510","Site preparation","238910","Site Preparation Contractors","core drilling and test boring for construction, demolition of buildings and other structures, excavation and grading, earth moving, trenching (except underwater), blasting, dewatering contractors [assume this is draining building sites and agricultural and forestry land], and land clearing, core drilling and test boring for construction"
"4520","Building of complete constructions or parts thereof; civil engineering","236115","New Single-Family Housing (except Operative Builders)","new construction of single-family housing, (except speculative or operative builders). Includes single-family design-build firms and single-family construction management firms acting as general contractors."
"4520","Building of complete constructions or parts thereof; civil engineering","236116","New Multifamily Housing Construction (except Operative Builders)","new construction of multifamily housing, (except speculative or operative builders). Includes multifamily design-build firms and multifamily construction management firms acting as general contractors."
"4520","Building of complete constructions or parts thereof; civil engineering","236117","New Housing Operative Builders","residential operative builders subcontracting all construction work to other units, new construction of single-family or multifamily housing on own account (speculative or operative builders) using own employees"
